Order_ID,Customer_ID,Restaurant_ID,Partner_ID,Promo_ID,Order_Date,Order_Status,Payment_Method,Order_Amount,Delivery_Time_Min,Delivery_Rating
50680,10631,20153,30145,40003,2024-11-03,Refunded,Card,2495.52,57,4
50681,10287,20059,30002,40003,2024-01-22,Delivered,UPI,1923.64,38,4
50682,10400,20115,30063,40003,2025-03-05,Refunded,Cash,1621.64,56,3
50683,10869,20171,30016,40002,2024-03-22,Cancelled,Cash,593.67,27,4
50684,10783,20065,30032,40005,2025-10-19,Cancelled,Wallet,2902.07,33,1
50685,10288,20048,30013,40005,2024-02-23,delivered,Cash,2452.67,43,5
50686,10966,20191,30049,40004,2024-07-20,Pending,UPI,2399.38,84,1
50687,10425,20176,30141,40004,2024-01-09,delivered,Wallet,1818.71,88,5
50688,10917,20105,30045,40001,2025-09-30,Cancelled,Card,1374.55,62,5
50689,10492,20055,30080,40002,2024-09-14,Cancelled,UPI,2548.32,14,1
50690,10542,20176,30045,40004,2024-10-22,Pending,UPI,1053.66,57,1
50691,10807,20172,30137,40002,2024-10-25,Pending,UPI,2091.28,64,5
50692,10138,20013,30082,40003,2024-03-08,Delivered,Cash,1654.1,29,1
50693,10731,20015,30023,40003,2024-02-05,Refunded,Wallet,614.13,84,3
50694,10408,20078,30104,40005,2025-11-26,Refunded,Cash,1693.53,54,3
50695,10924,20054,30022,40003,2024-07-11,Refunded,Wallet,1454.09,38,3
50696,10792,20063,30030,40005,2025-05-13,delivered,Card,457.6,40,2
50697,10311,20085,30072,40004,2025-04-13,delivered,Card,1608.78,68,4
50698,10541,20051,30078,40005,2025-05-14,Refunded,UPI,401.19,34,5
50699,10763,20068,30127,40003,2024-10-18,Refunded,UPI,1346.19,41,4
50700,10971,20142,30019,40001,2025-09-02,Delivered,UPI,2800.64,70,4
50701,10894,20157,30083,40002,2025-07-03,Delivered,UPI,1387.34,67,1
50702,10459,20130,30014,40005,2025-11-17,Pending,UPI,2641.15,39,2
50703,10093,20032,30143,40005,2024-04-28,Cancelled,Card,1500.0,89,5
50704,10942,20042,30098,40002,2024-01-29,Pending,UPI,292.17,27,2
50705,10467,20088,30119,40005,2024-01-13,Pending,Cash,3126.89,56,1
50706,10155,20103,30043,40004,2024-06-16,Delivered,UPI,2651.21,75,3
50707,10144,20167,30124,40002,2025-09-06,Delivered,UPI,2038.71,52,4
50708,10870,20034,30098,40001,2024-09-18,Refunded,UPI,222.13,14,3
50709,10962,20044,30080,40002,2024-12-26,Cancelled,Card,748.78,20,4
50710,10291,20075,30037,40004,2025-05-30,Pending,Cash,1715.54,86,1
50711,10077,20176,30035,40005,2024-02-25,Pending,Cash,2058.93,56,4
50712,10572,20073,30028,40004,2025-07-22,Pending,UPI,483.78,67,1
50713,10781,20045,30050,40001,2025-02-11,Refunded,UPI,2725.32,49,5
50714,10869,20098,30107,40002,2025-03-14,Pending,UPI,2707.62,33,4
50715,10883,20089,30084,40001,2024-01-24,delivered,Cash,2967.35,14,2
50716,10129,20136,30025,40003,2024-06-21,Pending,UPI,2046.48,49,5
50717,10609,20129,30117,40001,2024-11-07,Refunded,Wallet,979.16,82,3
50718,10559,20012,30057,40001,2025-10-28,delivered,Wallet,2841.58,24,2
50719,10163,20100,30004,40004,2024-03-20,Pending,Wallet,2101.05,74,5
50720,10908,20021,30145,40001,2024-04-29,delivered,Cash,476.41,35,4
50721,10144,20171,30074,40004,2025-12-01,Cancelled,Wallet,2234.49,20,5
50722,10375,20020,30043,40004,2024-05-24,Cancelled,Wallet,1267.21,79,1
50723,10219,20112,30028,40002,2025-10-08,Delivered,Card,1147.76,35,5
50724,10779,20048,30123,40004,2025-09-24,delivered,Card,1811.52,52,4
50725,10604,20123,30135,40005,2025-03-16,Delivered,UPI,2827.89,23,5
50726,10731,20075,30104,40004,2025-05-19,Refunded,UPI,2713.59,64,1
50727,10778,20083,30051,40003,2024-05-25,Refunded,UPI,2865.28,43,3
50728,10519,20050,30083,40005,2024-02-14,delivered,Card,1190.47,72,2
50729,10625,20015,30071,40004,2024-07-10,Delivered,Cash,1326.52,25,1
50730,10428,20189,30087,40003,2025-12-12,Pending,UPI,1153.51,33,4
50731,10179,20038,30090,40005,2025-12-24,Pending,UPI,2568.68,57,5
50732,10944,20025,30110,40003,2025-03-07,delivered,Wallet,1540.86,63,2
50733,10163,20191,30013,40002,2025-12-07,delivered,Card,2469.36,44,3
50734,10089,20189,30095,40003,2025-04-14,delivered,Cash,2196.17,85,3
50735,10135,20047,30056,40004,2025-06-17,Refunded,Card,2599.65,31,2
50736,10823,20146,30125,40004,2025-10-18,Delivered,UPI,1015.73,70,3
50737,10568,20092,30035,40001,2025-09-02,Cancelled,Card,3018.19,58,3
50738,10989,20145,30052,40004,2024-12-26,Delivered,Wallet,2191.48,58,3
50739,10551,20080,30026,40003,2025-09-03,delivered,UPI,2501.6,85,1
50740,10632,20104,30114,40004,2024-04-11,Refunded,UPI,1373.51,12,3
50741,10148,20017,30104,40001,2024-08-18,Cancelled,UPI,3019.03,39,4
50742,10155,20003,30148,40003,2024-08-07,Delivered,Cash,784.62,69,4
50743,10726,20047,30073,40003,2025-03-24,delivered,Card,652.14,64,3
50744,10188,20015,30046,40003,2025-08-06,delivered,UPI,2423.09,39,4
50745,10374,20031,30047,40002,2024-03-08,Delivered,Cash,1564.51,39,1
50746,10199,20105,30052,40003,2024-03-02,delivered,Cash,2606.04,35,1
50747,10674,20194,30090,40004,2025-04-20,delivered,Cash,2825.41,82,5
50748,10165,20103,30088,40004,2025-06-03,Pending,Wallet,853.92,24,3
50749,10305,20127,30048,40004,2024-10-02,Delivered,Wallet,1583.36,71,4
50750,10352,20046,30066,40004,2025-05-15,Delivered,Wallet,1394.53,66,1
50751,10767,20104,30118,40003,2025-06-30,Delivered,UPI,3017.99,49,4
50752,10056,20011,30040,40002,2024-04-16,Refunded,Cash,1868.06,76,4
50753,10451,20044,30113,40001,2024-01-14,Pending,Wallet,2419.14,23,2
50754,10374,20191,30126,40003,2024-04-13,Delivered,UPI,151.56,83,1
50755,10555,20091,30018,40004,2025-01-19,Pending,UPI,2042.68,71,3
50756,10225,20073,30112,40004,2025-10-16,Pending,UPI,332.43,15,2
50757,10216,20107,30084,40003,2024-02-12,Delivered,Cash,2231.5,54,5
50758,10353,20061,30114,40003,2024-06-21,Pending,Wallet,1382.48,74,3
50759,10691,20175,30046,40004,2025-07-09,Pending,Wallet,1730.34,44,3
50760,10581,20097,30088,40002,2025-07-18,Cancelled,UPI,1687.41,38,2
50761,10137,20036,30024,40001,2024-11-07,delivered,Wallet,1864.72,39,5
50762,10517,20198,30032,40001,2025-01-28,Pending,Cash,2300.76,11,4
50763,10613,20129,30077,40001,2025-01-12,Refunded,Card,2187.66,54,5
50764,10823,20035,30006,40004,2025-02-13,Refunded,Cash,2067.16,65,5
50765,10622,20173,30104,40004,2024-01-03,Pending,UPI,2021.57,26,1
50766,10480,20161,30114,40003,2024-01-31,Refunded,UPI,1490.96,10,4
50767,10502,20083,30122,40001,2025-08-10,Delivered,Card,2878.91,48,2
50768,10303,20191,30027,40004,2024-10-23,Delivered,Card,3153.09,37,1
50769,10282,20191,30121,40002,2024-01-26,Pending,UPI,2199.79,69,5
50770,10843,20022,30137,40001,2024-12-26,Delivered,Cash,1711.7,73,4
50771,10855,20120,30008,40001,2024-06-29,Delivered,Wallet,1960.75,62,4
50772,10473,20175,30137,40004,2024-12-04,delivered,Card,523.73,12,2
50773,10044,20135,30075,40001,2025-05-31,delivered,UPI,632.38,52,2
50774,10388,20043,30025,40002,2025-02-22,delivered,Wallet,2767.66,24,4
50775,10750,20093,30086,40002,2024-05-28,Cancelled,Cash,450.56,25,5
50776,10451,20029,30052,40001,2024-05-17,Cancelled,Card,1470.79,16,1
50777,10144,20184,30069,40005,2025-03-15,Delivered,UPI,1915.07,59,5
50778,10063,20117,30132,40001,2025-04-11,delivered,Cash,870.4,58,1
50779,10559,20112,30133,40002,2025-10-24,Pending,Wallet,550.85,32,4
50780,10257,20112,30055,40002,2024-10-17,Pending,Wallet,2569.69,90,2
50781,10521,20105,30092,40004,2024-09-09,Pending,Cash,1070.26,57,3
50782,10684,20113,30135,40005,2025-06-24,Delivered,Card,609.91,43,5
50783,10949,20101,30106,40003,2024-11-19,Delivered,Card,1357.06,78,4
50784,10620,20111,30069,40002,2024-06-07,Delivered,Wallet,2879.78,76,4
50785,10305,20115,30028,40003,2025-06-18,Cancelled,UPI,2461.41,52,2
50786,10342,20185,30143,40004,2025-08-09,Refunded,Wallet,2057.27,34,2
50787,10334,20182,30004,40004,2025-04-19,Refunded,Wallet,1091.95,35,1
50788,10581,20184,30137,40001,2025-04-03,Cancelled,Wallet,324.78,50,2
50789,10543,20112,30094,40002,2025-04-17,Pending,UPI,1376.88,56,5
50790,10506,20149,30060,40004,2025-04-11,delivered,UPI,1220.37,82,2
50791,10261,20169,30073,40003,2025-09-01,Cancelled,UPI,,12,2
50792,10318,20079,30142,40002,2025-06-02,Cancelled,Card,1732.61,62,1
50793,10413,20023,30076,40003,2025-12-06,Pending,Card,661.53,28,4
50794,10243,20197,30062,40002,2024-01-14,Pending,Card,1996.84,74,4
50795,10630,20097,30027,40005,2025-11-27,Cancelled,Card,780.95,51,4
50796,10536,20089,30126,40002,2025-06-28,Cancelled,Card,449.37,33,4
50797,10243,20008,30005,40004,2025-09-18,Pending,Card,1481.62,62,4
50798,10495,20055,30037,40001,2024-04-14,Refunded,Cash,917.02,56,3
50799,10379,20103,30139,40002,2024-05-23,Refunded,UPI,3089.52,62,3
50800,10198,20014,30058,40002,2025-02-13,Cancelled,Cash,2639.4,39,1
50801,10462,20107,30014,40002,2025-10-15,delivered,Card,797.41,33,2
50802,10945,20117,30015,40002,2025-09-02,Refunded,Card,2464.4,50,4
50803,10044,20095,30069,40004,2024-06-15,delivered,UPI,1262.04,63,4
50804,10895,20040,30089,40002,2024-09-08,Delivered,Card,2109.21,81,4
50805,10191,20184,30141,40004,2025-03-07,Delivered,Wallet,2515.15,52,1
50806,10292,20072,30016,40002,2025-03-08,Cancelled,Card,641.88,49,3
50807,10528,20137,30141,40001,2024-08-04,Delivered,Wallet,873.87,43,3
50808,10894,20086,30108,40002,2025-05-15,Refunded,Cash,652.12,23,1
50809,10406,20070,30119,40002,2025-10-25,delivered,Wallet,2304.71,19,3
50810,10982,20120,30149,40001,2024-11-08,Cancelled,UPI,1998.34,79,1
50811,10425,20038,30140,40004,2025-08-30,Refunded,Cash,3156.45,51,5
50812,10119,20031,30149,40005,2025-08-28,Refunded,Wallet,2573.26,43,5
50813,10618,20124,30029,40004,2025-08-20,Cancelled,Cash,1058.56,57,1
50814,10554,20107,30060,40005,2024-01-26,delivered,Wallet,1862.54,88,2
50815,10580,20084,30035,40003,2025-06-17,Cancelled,Card,2222.94,62,1
50816,10609,20193,30098,40005,2024-07-02,Cancelled,Card,1409.11,15,3
50817,10661,20102,30102,40003,2024-10-19,Pending,Cash,1775.06,46,4
50818,10032,20050,30114,40001,2025-01-08,Pending,UPI,907.09,21,5
50819,10056,20168,30001,40001,2024-02-16,delivered,Cash,1748.88,45,5
50820,10650,20110,30122,40001,2024-11-12,Cancelled,Wallet,389.22,21,1
50821,10694,20115,30135,40003,2024-12-25,delivered,Card,295.31,85,1
50822,10940,20055,30101,40004,2025-08-10,delivered,Cash,965.06,65,3
50823,10381,20071,30071,40003,2024-06-28,Cancelled,UPI,1499.93,82,4
50824,10552,20031,30116,40003,2024-01-21,Delivered,Cash,1049.62,84,4
50825,10840,20194,30077,40003,2025-12-25,Pending,UPI,1724.42,53,2
50826,10978,20147,30103,40003,2024-08-08,Cancelled,Cash,433.6,79,1
50827,10565,20008,30047,40005,2025-03-05,delivered,UPI,2597.95,34,4
50828,10553,20121,30056,40004,2025-04-13,Delivered,Card,1124.04,15,4
50829,10228,20106,30022,40002,2025-11-30,delivered,Card,1252.78,50,4
50830,10886,20086,30086,40001,2025-02-01,Cancelled,UPI,2966.86,76,2
50831,10336,20137,30097,40002,2025-08-01,Pending,Wallet,1966.81,53,3
50832,10692,20049,30099,40001,2025-03-08,Refunded,Cash,2369.55,57,2
50833,10567,20011,30044,40003,2024-10-15,Delivered,Cash,1711.22,48,1
50834,10793,20128,30135,40005,2025-07-31,Refunded,Wallet,1265.44,11,5
50835,10668,20132,30090,40001,2024-07-08,delivered,Card,1602.34,26,1
50836,10042,20140,30107,40001,2025-08-09,Delivered,UPI,331.7,40,5
50837,10023,20111,30079,40005,2024-05-03,delivered,Cash,1511.39,27,4
50838,10374,20009,30115,40001,2024-09-14,Cancelled,Wallet,1261.41,16,4
50839,10697,20179,30064,40004,2024-11-22,Pending,UPI,1058.34,38,2
50840,10276,20160,30038,40002,2024-04-11,delivered,Card,1128.48,44,3
50841,10424,20103,30143,40001,2024-06-18,delivered,UPI,2859.15,37,5
50842,10606,20156,30001,40003,2024-10-21,delivered,UPI,1935.56,62,5
50843,10445,20056,30087,40001,2025-10-03,Refunded,Cash,1998.34,68,5
50844,10491,20171,30094,40004,2025-05-19,delivered,Card,1749.77,49,3
50845,10568,20078,30076,40002,2025-10-22,Cancelled,Wallet,1642.75,64,2
50846,10810,20124,30144,40005,2024-03-31,Pending,UPI,1451.69,34,2
50847,10483,20010,30129,40004,2024-01-22,Cancelled,UPI,296.53,87,1
50848,10579,20091,30147,40004,2025-12-15,delivered,Cash,543.97,53,2
50849,10403,20086,30022,40003,2024-10-10,delivered,Card,1740.23,63,1
50850,10400,20043,30007,40001,2024-07-28,Pending,Wallet,1352.94,78,2
50851,10836,20102,30124,40003,2024-01-26,Pending,UPI,386.78,31,5
50852,10033,20058,30147,40005,2025-06-06,Cancelled,UPI,1275.43,32,3
50853,10635,20056,30091,40001,2024-06-12,Refunded,Cash,842.54,48,3
50854,10011,20162,30032,40002,2024-04-25,Cancelled,Cash,1567.76,59,5
50855,10360,20112,30131,40005,2025-05-16,Refunded,Wallet,733.9,25,3
50856,10523,20093,30043,40002,2024-09-19,Pending,Card,2575.56,18,1
50857,10526,20082,30130,40002,2025-10-14,Pending,Wallet,2119.99,73,5
50858,10248,20089,30034,40003,2025-11-06,Pending,Cash,1697.95,40,2
50859,10801,20019,30047,40005,2024-07-18,delivered,Card,852.05,72,1
50860,10996,20124,30003,40005,2024-09-06,Cancelled,Wallet,2603.5,90,5
50861,10190,20136,30089,40002,2024-03-28,delivered,UPI,1497.15,63,3
50862,10848,20122,30082,40002,2024-02-10,Cancelled,Card,1459.46,67,5
50863,10879,20151,30023,40003,2024-12-12,Delivered,Card,2390.13,58,4
50864,10306,20109,30048,40005,2025-09-10,Pending,UPI,960.61,48,5
50865,10712,20134,30119,40004,2025-08-27,Refunded,Cash,987.92,27,3
50866,10838,20023,30074,40005,2025-05-31,delivered,Wallet,2416.0,60,2
50867,10393,20162,30072,40001,2024-12-05,Pending,Wallet,3025.22,13,4
50868,10508,20005,30071,40001,2024-11-16,delivered,Wallet,594.65,86,2
50869,10558,20200,30132,40004,2024-12-29,delivered,Card,888.13,24,5
50870,10666,20107,30040,40001,2024-07-12,Delivered,Wallet,394.66,37,4
50871,10612,20101,30099,40005,2024-08-04,Refunded,Wallet,2812.29,36,3
50872,10237,20027,30099,40004,2024-09-15,Pending,Wallet,2246.57,59,5
50873,10739,20087,30118,40004,2024-08-15,Refunded,Card,1362.06,29,4
50874,10109,20122,30029,40002,2025-07-18,delivered,Cash,1574.87,43,1
50875,10337,20098,30021,40004,2024-08-04,Refunded,Cash,2531.09,90,2
50876,10937,20113,30094,40004,2025-07-06,Refunded,Cash,1943.42,56,4
50877,10415,20145,30115,40001,2024-01-13,Refunded,Wallet,1612.39,60,3
50878,10538,20172,30132,40005,2025-05-25,Delivered,Wallet,1865.35,88,4
50879,10232,20003,30146,40005,2025-01-26,Cancelled,Cash,2524.71,61,4
50880,10068,20088,30011,40003,2025-02-13,Cancelled,Wallet,1175.94,68,1
50881,10289,20083,30097,40003,2024-12-18,delivered,UPI,525.15,51,1
50882,10180,20101,30077,40001,2025-06-02,delivered,UPI,453.49,22,3
50883,10762,20154,30058,40002,2025-12-23,Refunded,UPI,1707.61,59,1
50884,10782,20059,30095,40003,2024-12-24,Pending,Cash,1548.88,34,3
50885,10648,20144,30012,40005,2024-06-09,Refunded,Wallet,2811.38,52,5
50886,10007,20097,30037,40005,2025-11-22,Delivered,UPI,2677.39,18,3
50887,10003,20038,30023,40001,2025-05-26,delivered,Wallet,1176.52,19,4
50888,10052,20063,30148,40005,2025-02-19,Cancelled,UPI,2545.64,49,2
50889,10142,20075,30076,40004,2025-09-12,Pending,Wallet,3026.7,59,3
50890,10678,20017,30096,40004,2024-05-23,Delivered,UPI,2171.54,74,2
50891,10088,20063,30021,40003,2025-08-05,Cancelled,Cash,998.13,47,3
50892,10341,20054,30149,40004,2024-04-21,Pending,UPI,2635.61,36,4
50893,10530,20114,30002,40003,2025-10-18,Cancelled,Card,1827.49,25,5
50894,10844,20141,30111,40003,2025-06-08,Refunded,Cash,3120.37,75,4
50895,10529,20192,30100,40003,2024-05-08,Delivered,Wallet,3117.32,43,1
50896,10247,20115,30002,40001,2024-03-29,Pending,Card,1648.23,20,4
50897,10038,20153,30053,40003,2025-03-20,Delivered,Wallet,2983.36,87,2
50898,10768,20082,30033,40002,2025-02-23,delivered,Card,394.04,75,1
50899,10105,20145,30025,40003,2024-12-23,Delivered,Card,293.0,25,5
50900,10734,20145,30071,40004,2024-03-05,delivered,Wallet,2879.42,23,2
50901,10404,20174,30060,40003,2024-06-15,delivered,Wallet,1367.14,57,1
50902,10480,20185,30058,40002,2024-09-17,Cancelled,Cash,2380.68,19,1
50903,10025,20038,30041,40003,2025-11-01,Pending,Cash,2935.73,47,2
50904,10594,20063,30064,40002,2025-12-05,Refunded,Wallet,,40,2
50905,10735,20159,30063,40002,2025-03-13,delivered,Card,1435.38,57,3
50906,10540,20188,30060,40001,2025-09-01,delivered,Cash,780.16,47,4
50907,10123,20165,30011,40002,2024-07-30,Delivered,Card,691.0,83,4
50908,10989,20003,30095,40003,2025-12-06,Cancelled,UPI,1892.25,20,3
50909,10922,20132,30132,40002,2024-10-26,Cancelled,Wallet,2545.82,79,5
50910,10548,20079,30122,40002,2024-07-23,Refunded,Wallet,2887.5,86,1
50911,10471,20162,30066,40003,2025-07-07,Refunded,Card,1154.71,72,1
50912,10502,20061,30102,40004,2024-08-13,Refunded,Card,312.6,12,2
50913,10718,20109,30065,40001,2024-12-16,Cancelled,Card,2575.73,56,2
50914,10490,20018,30085,40002,2025-03-16,delivered,Wallet,1468.46,32,5
50915,10172,20090,30120,40005,2024-11-10,delivered,UPI,431.68,52,3
50916,10087,20001,30129,40004,2025-01-22,Cancelled,Card,1896.29,87,4
50917,10942,20003,30080,40005,2025-02-25,Cancelled,Card,375.04,55,3
50918,10149,20056,30042,40004,2024-09-08,Cancelled,UPI,2075.0,52,1
50919,10090,20181,30037,40004,2024-11-25,Delivered,Card,2641.29,71,5
50920,10094,20014,30016,40004,2024-10-13,Pending,Wallet,2137.96,29,2
50921,10827,20188,30037,40002,2024-09-28,Refunded,Cash,3060.31,31,1
50922,10554,20127,30130,40003,2025-02-14,Delivered,Card,2145.75,89,2
50923,10722,20005,30080,40005,2025-10-23,Delivered,UPI,306.39,24,1
50924,10735,20142,30099,40001,2024-08-03,Delivered,Wallet,2927.29,39,3
50925,10085,20052,30054,40004,2025-04-06,Cancelled,Cash,2446.9,25,4
50926,10426,20111,30036,40004,2025-08-29,delivered,UPI,1218.25,81,4
50927,10040,20057,30148,40003,2025-03-06,Refunded,UPI,476.48,38,5
50928,10764,20131,30004,40005,2025-09-07,delivered,Card,2356.67,36,4
50929,10495,20101,30129,40005,2024-12-16,Pending,Card,716.82,30,4
50930,10308,20047,30084,40001,2025-12-16,Cancelled,UPI,2144.59,80,2
50931,10266,20091,30011,40003,2024-11-06,Pending,UPI,2465.8,40,2
50932,10201,20179,30088,40003,2024-05-08,Refunded,Cash,1595.86,39,4
50933,10959,20085,30142,40001,2024-08-28,Pending,Cash,326.54,17,5
50934,10712,20052,30008,40001,2024-12-23,Refunded,Card,2410.44,19,4
50935,10291,20013,30045,40002,2025-07-26,Cancelled,Cash,303.46,30,3
50936,10660,20127,30094,40002,2025-06-29,Cancelled,Card,979.9,42,1
50937,10325,20144,30072,40005,2024-02-05,Delivered,Cash,823.27,49,4
50938,10830,20177,30111,40002,2025-05-18,Refunded,UPI,211.82,14,1
50939,10189,20086,30011,40001,2024-08-06,delivered,Wallet,3142.83,73,1
50940,10133,20150,30036,40005,2025-04-07,Delivered,UPI,2961.25,80,2
50941,10493,20040,30086,40001,2024-12-10,Pending,Card,710.48,42,1
50942,10802,20109,30027,40002,2025-12-23,Pending,Card,2346.9,37,5
50943,10735,20024,30060,40004,2024-01-06,delivered,Cash,2483.28,82,5
50944,10218,20113,30114,40003,2025-12-01,Pending,UPI,2930.15,38,5
50945,10822,20013,30028,40002,2025-10-29,Refunded,UPI,2164.05,25,1
50946,10859,20152,30137,40002,2024-11-28,Pending,Card,2170.25,87,1
50947,10402,20146,30075,40005,2025-03-17,delivered,Cash,1838.32,44,3
50948,10011,20051,30120,40001,2024-10-09,delivered,Card,711.65,36,1
50949,10827,20092,30019,40001,2024-01-25,delivered,UPI,1650.71,36,3
50950,10718,20055,30136,40001,2024-12-03,Delivered,UPI,2458.93,29,3
50951,10928,20010,30046,40002,2025-09-24,Cancelled,Cash,473.88,44,1
50952,10463,20068,30030,40004,2024-07-04,delivered,Card,1626.74,80,5
50953,10749,20089,30012,40003,2025-06-03,delivered,Cash,1763.18,48,4
50954,10861,20081,30141,40005,2024-08-17,delivered,Cash,1707.21,68,2
50955,10736,20025,30101,40005,2024-11-06,Cancelled,Wallet,1478.34,68,5
50956,10431,20134,30104,40002,2024-01-30,Delivered,Wallet,653.88,64,5
50957,10841,20052,30078,40004,2024-03-03,Refunded,Cash,2664.29,42,2
50958,10232,20161,30078,40001,2024-04-26,Pending,Card,2499.62,21,1
50959,10249,20129,30004,40003,2025-08-28,Cancelled,Card,1998.42,67,1
50960,10270,20065,30042,40004,2025-12-18,Delivered,Cash,590.19,41,1
50961,10634,20032,30104,40003,2024-04-07,Cancelled,UPI,956.41,11,5
50962,10059,20093,30076,40002,2024-07-31,Cancelled,Card,539.82,44,3
50963,10260,20073,30147,40003,2024-08-19,delivered,Wallet,542.27,26,2
50964,10948,20115,30095,40002,2025-07-14,Refunded,UPI,1707.27,13,5
50965,10128,20137,30118,40004,2024-09-24,Cancelled,Card,1700.9,58,5
50966,10128,20183,30001,40003,2024-01-09,Delivered,Card,1371.13,69,3
50967,10418,20024,30040,40001,2025-10-08,Refunded,Wallet,215.95,77,4
50968,10916,20188,30148,40005,2024-03-31,Cancelled,Wallet,2314.09,41,1
50969,10485,20083,30022,40004,2024-09-10,Pending,Wallet,1196.26,35,2
50970,10263,20078,30106,40004,2025-07-18,Cancelled,Wallet,632.38,68,1
50971,10521,20031,30014,40004,2025-05-08,Pending,Wallet,2652.57,71,4
50972,10698,20148,30094,40003,2024-10-15,Delivered,Card,1961.73,67,5
50973,10622,20142,30042,40005,2025-10-29,Cancelled,UPI,895.25,75,1
50974,10868,20107,30089,40003,2025-03-27,Pending,Wallet,1623.29,19,4
50975,10017,20136,30014,40005,2025-01-24,Cancelled,UPI,385.75,67,1
50976,10329,20168,30139,40001,2024-12-15,delivered,Wallet,2648.99,16,1
50977,10679,20077,30053,40002,2025-02-08,delivered,Cash,574.92,41,2
50978,10217,20054,30047,40005,2024-07-27,delivered,Card,3190.6,79,2
50979,10231,20107,30010,40002,2025-03-28,Cancelled,Card,2072.8,40,4
50980,10224,20044,30090,40001,2024-11-25,Refunded,UPI,940.27,70,1
50981,10051,20080,30123,40002,2025-09-21,Pending,Cash,774.1,61,5
50982,10537,20014,30089,40002,2024-07-04,Pending,Card,1436.1,76,2
50983,10106,20158,30043,40002,2024-04-03,Refunded,Wallet,1392.35,73,5
50984,10329,20055,30070,40001,2024-06-12,Refunded,Cash,2522.8,57,3
50985,10185,20154,30065,40004,2024-08-27,Cancelled,UPI,920.37,66,2
50986,10908,20061,30009,40005,2025-04-21,Cancelled,Cash,666.94,64,1
50987,10230,20177,30013,40004,2024-01-23,Pending,Card,3069.08,78,5
50988,10981,20061,30104,40003,2024-07-02,Cancelled,Cash,2007.44,41,3
50989,10844,20048,30124,40005,2025-01-06,Refunded,Card,2671.59,75,5
50990,10471,20188,30051,40005,2024-08-11,delivered,Card,2996.79,83,3
50991,10454,20184,30098,40004,2025-03-26,Pending,Wallet,2564.84,42,3
50992,10926,20177,30062,40004,2025-04-23,delivered,Wallet,2303.36,42,2
50993,10007,20067,30028,40002,2025-08-28,delivered,Cash,2593.87,54,2
50994,10413,20158,30019,40004,2025-03-30,delivered,Cash,364.6,54,3
50995,10410,20183,30144,40005,2024-08-22,Refunded,Cash,835.74,45,1
50996,10158,20194,30067,40003,2024-04-11,delivered,Card,2778.49,34,1
50997,10606,20146,30038,40004,2024-05-27,Refunded,Cash,1310.47,14,5
50998,10684,20071,30097,40003,2024-11-02,Cancelled,UPI,2543.02,52,1
50999,10980,20163,30057,40001,2025-12-19,Pending,UPI,911.53,13,2
51000,10668,20173,30072,40003,2025-11-29,delivered,Wallet,3000.11,69,4
51001,10895,20137,30045,40005,2024-09-13,delivered,Card,1864.13,25,2
51002,10350,20056,30079,40003,2024-01-25,delivered,Cash,3071.17,32,1
51003,10203,20017,30134,40001,2024-11-08,Pending,UPI,2453.03,52,3
51004,10918,20150,30125,40005,2025-01-16,Refunded,Card,862.94,53,3
51005,10032,20154,30143,40001,2025-03-28,Refunded,Card,266.2,29,2
51006,10959,20022,30143,40002,2025-12-30,Cancelled,UPI,321.08,48,2
51007,10867,20038,30123,40001,2025-07-18,Delivered,Card,669.94,87,4
51008,10528,20039,30087,40001,2024-06-19,Refunded,Wallet,646.41,58,5
51009,10004,20077,30091,40001,2025-04-15,delivered,Card,1030.31,31,3
51010,10568,20052,30085,40001,2024-04-09,delivered,Cash,1500.39,35,1
51011,10172,20134,30051,40001,2025-05-27,delivered,Card,2137.92,50,5
51012,10591,20110,30052,40002,2024-11-14,Delivered,Card,163.76,22,5
51013,10349,20143,30051,40003,2024-07-15,Refunded,Card,2641.64,74,5
51014,10519,20026,30031,40002,2024-04-24,Cancelled,UPI,2368.51,40,3
51015,10674,20050,30110,40002,2025-08-15,Refunded,Cash,1102.76,62,4
51016,10006,20100,30066,40003,2025-12-03,Cancelled,UPI,2622.02,66,1
51017,10761,20049,30063,40005,2025-08-24,Refunded,Wallet,,58,5
51018,10301,20107,30011,40004,2025-08-14,Refunded,Wallet,692.97,46,4
51019,10976,20035,30128,40004,2025-07-30,delivered,UPI,1267.89,78,4
51020,10217,20039,30042,40004,2025-04-30,Delivered,Cash,2072.15,15,1
51021,10357,20027,30033,40005,2024-05-10,Delivered,Card,2658.94,34,5
51022,10015,20128,30095,40004,2025-12-07,Delivered,Card,959.93,38,5
51023,10499,20013,30055,40003,2025-11-24,Pending,Card,2625.42,73,1
51024,10094,20150,30057,40004,2025-03-13,Delivered,UPI,166.77,74,3
51025,10127,20064,30100,40005,2025-08-21,Refunded,Cash,958.18,76,1
51026,10684,20119,30012,40002,2024-11-26,Cancelled,Wallet,2009.87,83,2
51027,10597,20128,30081,40004,2024-11-19,delivered,Cash,2113.8,72,2
51028,10965,20171,30100,40005,2025-09-03,Pending,UPI,2545.49,41,1
51029,10120,20006,30026,40004,2025-10-12,Pending,Card,1240.11,79,2
51030,10588,20105,30001,40003,2025-05-28,Pending,Card,2484.28,61,3
51031,10207,20058,30127,40004,2024-12-07,Delivered,Card,1105.99,20,2
51032,10260,20053,30085,40002,2024-12-08,Pending,Cash,2937.3,58,4
